"edge_id","source_id","target_id","edge_weight","edge_type","strength","created_dt"
19450,9751,9894,0.800,owns,strong,2023-07-14
4829,2370,2287,0.400,transfers_to,medium,2023-10-13
5706,2722,3063,0.830,owns,strong,2023-04-29
19654,9748,10098,0.790,controls,strong,2023-05-11
13883,6855,6920,0.650,recruited,medium,2023-05-26
2280,1140,1357,0.940,owns,strong,2023-11-29
19858,9670,10262,0.470,uses,medium,2023-03-30
17105,7867,8392,0.730,launders_to,strong,2023-04-01
14352,7026,7389,0.840,owns,strong,2023-08-10
2749,1252,1519,0.480,transfers_to,medium,2024-05-03
8724,4296,4332,0.550,recruited,medium,2024-02-17
14556,7181,7593,0.680,controls,medium,2023-03-26
11803,5526,5782,0.550,transfers_to,medium,2023-06-28
200,9,201,0.530,recruited,medium,2023-04-19
20327,9934,10023,0.750,transfers_to,strong,2024-04-01
17574,8577,8820,0.630,recruited,medium,2024-04-27
9254,4310,4862,0.920,owns,strong,2023-01-18
8785,4299,4393,0.690,recruited,medium,2024-04-07
14760,7514,7482,0.640,transfers_to,medium,2023-02-20
15025,7257,7438,0.700,transfers_to,strong,2023-01-09
12272,6002,6201,0.620,recruited,medium,2023-05-21
6705,2659,3263,0.710,launders_to,strong,2023-09-15
15229,7258,7443,0.600,transfers_to,medium,2023-06-14
12476,6117,6405,0.740,owns,strong,2023-12-03
7174,3433,3672,0.620,recruited,medium,2023-12-29
20857,10495,3610,0.210,victim_of,weak,2023-06-27
12680,6189,6609,0.770,owns,strong,2023-08-06
15494,7122,6925,0.380,introduced,weak,2023-10-31
4625,2371,2190,0.670,transfers_to,medium,2023-03-21
1607,137,768,0.410,launders_to,medium,2023-08-10
1546,65,722,0.720,launders_to,strong,2023-10-29
9927,4855,4678,0.870,transfers_to,strong,2024-03-06
2076,872,1153,0.410,recruited,medium,2023-12-23
18777,8794,9294,0.510,launders_to,medium,2023-12-11
13149,6639,6477,0.470,transfers_to,medium,2023-09-15
10396,5153,5165,0.690,recruited,medium,2024-03-01
5094,2500,2379,0.750,transfers_to,strong,2023-04-23
16228,7971,8342,0.810,owns,strong,2023-04-16
5502,2592,2859,0.560,recruited,medium,2024-04-02
7847,3670,4276,0.610,uses,medium,2023-04-29
19246,9440,9690,0.580,recruited,medium,2023-04-13
13679,6685,6777,0.520,transfers_to,medium,2023-08-14
5971,2903,3328,0.730,controls,strong,2023-06-19
5298,2583,2655,0.620,recruited,medium,2023-08-27
2545,1172,1622,0.710,controls,strong,2023-06-13
14148,6854,7185,0.660,employs,medium,2023-01-17
20123,9994,10027,0.400,transfers_to,medium,2023-01-16
8316,3897,3806,0.780,transfers_to,strong,2023-04-12
19715,9737,10159,0.770,controls,strong,2023-09-23
11599,5790,5727,0.640,transfers_to,medium,2023-06-07
3422,1582,1642,0.550,transfers_to,medium,2023-12-31
19919,9860,9943,0.450,transfers_to,medium,2024-03-27
3014,1255,1449,0.820,transfers_to,strong,2024-02-04
20184,9811,10068,0.880,transfers_to,strong,2023-11-10
20592,9437,9430,0.570,introduced,medium,2023-04-13
3218,1289,1268,0.470,transfers_to,medium,2023-03-31
14617,7162,7654,0.650,controls,medium,2023-01-13
9050,4567,4658,0.900,owns,strong,2023-03-23
3891,1713,2037,0.810,controls,strong,2023-05-21
669,188,670,0.760,owns,strong,2023-08-15
12068,5993,5997,0.930,recruited,strong,2023-07-22
18104,8891,9350,0.890,controls,strong,2023-06-25
6909,2782,3097,0.530,co_owns,medium,2023-06-17
17839,8726,9085,0.770,owns,strong,2023-03-04
20653,10291,8670,0.460,victim_of,medium,2023-11-20
6970,3439,3468,0.620,recruited,medium,2023-03-23
12945,6102,6835,0.540,uses,medium,2023-09-25
1138,390,511,0.700,transfers_to,strong,2023-04-09
12537,6223,6466,0.950,owns,strong,2023-09-22
4421,1762,2547,0.620,uses,medium,2023-08-06
13414,6502,6647,0.880,transfers_to,strong,2023-08-15
15290,7410,7257,0.370,transfers_to,weak,2023-01-01
9988,4643,4748,0.700,transfers_to,strong,2023-10-09
13006,6569,6372,0.880,transfers_to,strong,2023-06-08
10865,5322,5634,0.920,owns,strong,2024-02-15
12741,6328,6670,0.780,controls,strong,2024-01-18
7439,3499,3937,0.710,owns,strong,2024-04-26
19042,9424,9486,0.430,recruited,medium,2023-03-23
16901,8279,8214,0.400,transfers_to,medium,2024-04-12
15759,7727,7873,0.600,recruited,medium,2024-04-09
16024,7827,8138,0.910,owns,strong,2024-05-10
2341,1008,1418,0.840,owns,strong,2023-10-26
11334,5732,5714,0.800,transfers_to,strong,2024-02-29
10661,5143,5430,0.640,recruited,medium,2023-01-29
10457,5146,5226,0.630,recruited,medium,2023-07-02
16493,7997,8554,0.440,uses,medium,2023-07-09
5767,2734,3124,0.730,owns,strong,2023-08-21
8112,3931,3857,0.820,transfers_to,strong,2023-01-06
4890,2285,2236,0.560,transfers_to,medium,2023-06-03
10926,5186,5695,0.710,owns,strong,2023-10-28
17370,8579,8616,0.630,recruited,medium,2023-12-04
16697,8339,8240,0.440,transfers_to,medium,2024-02-11
13475,6367,6626,0.430,transfers_to,medium,2023-02-19
14413,6950,7450,0.730,owns,strong,2024-04-23
6236,3168,3187,0.540,transfers_to,medium,2023-05-14
5563,2571,2920,0.710,employs,strong,2023-04-11
5359,2591,2716,0.470,recruited,medium,2023-09-09
11864,5427,5852,0.440,launders_to,medium,2023-04-09
20388,9590,10187,0.600,launders_to,medium,2024-01-09
8581,3566,3654,0.560,introduced,medium,2023-06-23
2810,1238,1229,0.800,transfers_to,strong,2023-09-16
20449,9469,10180,0.480,launders_to,medium,2023-04-04
14821,7391,7447,0.340,transfers_to,weak,2024-03-22
6032,2888,3389,0.700,controls,strong,2024-05-19
261,9,262,0.490,recruited,medium,2024-05-05
3748,1727,1894,0.660,recruited,medium,2023-02-03
3687,1728,1833,0.650,recruited,medium,2023-07-06
3483,1102,1127,0.510,introduced,medium,2024-04-30
8846,4292,4454,0.530,recruited,medium,2024-03-06
9784,4711,4692,0.340,transfers_to,weak,2024-05-11
9723,4814,4648,0.710,transfers_to,strong,2023-09-25
6501,3015,2946,0.340,transfers_to,weak,2023-06-04
3279,1241,1382,0.450,transfers_to,medium,2024-04-24
18369,8917,9080,0.770,transfers_to,strong,2024-05-04
4156,1826,2302,0.790,owns,strong,2023-07-30
934,572,537,0.880,transfers_to,strong,2023-10-29
17900,8688,9146,0.890,owns,strong,2023-06-28
7235,3425,3733,0.790,controls,strong,2024-05-30
18308,9057,9030,0.440,transfers_to,medium,2023-05-13
9519,4520,5113,0.560,uses,medium,2023-11-16
20918,10535,9749,0.710,launders_via,strong,2024-03-24
1668,824,483,0.660,transfers_to,medium,2023-02-05
10192,4402,4989,0.640,launders_to,medium,2023-08-22
1403,417,547,0.480,transfers_to,medium,2024-01-19
18838,9263,9366,0.760,transfers_to,strong,2023-08-07
4686,2238,2095,0.550,transfers_to,medium,2024-03-19
13210,6376,6576,0.430,transfers_to,medium,2023-06-15
19511,9492,9955,0.840,owns,strong,2023-07-15
16289,8040,8403,0.840,controls,strong,2023-11-06
5155,1885,1762,0.350,introduced,weak,2023-05-24
7643,3747,4141,0.800,controls,strong,2023-03-25
13944,6872,6981,0.660,recruited,medium,2023-08-12
10722,5142,5491,0.610,employs,medium,2024-05-16
2606,888,1683,0.460,uses,medium,2024-03-14
11130,5452,5899,0.700,controls,strong,2024-04-18
16962,8149,8212,0.580,transfers_to,medium,2023-12-23
16758,8254,8261,0.780,transfers_to,strong,2023-12-19
11191,5456,5960,0.820,controls,strong,2024-02-26
17166,8470,8507,0.780,transfers_to,strong,2023-12-27
19980,9980,9814,0.570,transfers_to,medium,2023-07-26
14209,6990,7246,0.710,owns,strong,2023-07-06
57,17,58,0.480,recruited,medium,2023-03-13
465,232,466,0.890,owns,strong,2023-11-15
17431,8575,8677,0.630,recruited,medium,2023-08-09
11660,5567,5645,0.750,transfers_to,strong,2023-03-16
17227,7814,7763,0.450,introduced,medium,2023-01-25
17635,8561,8881,0.780,controls,strong,2023-10-18
14882,7478,7237,0.830,transfers_to,strong,2023-09-22
14678,6951,7687,0.530,uses,medium,2024-03-15
9111,4435,4719,0.860,owns,strong,2023-03-27
15086,7393,7399,0.490,transfers_to,medium,2023-03-25
12333,6009,6262,0.680,recruited,medium,2024-03-15
3544,945,1410,0.500,co_owns,medium,2023-03-27
4013,1834,2159,0.740,owns,strong,2023-06-20
3952,1835,2098,0.730,owns,strong,2023-08-08
6766,3310,3346,0.570,transfers_to,medium,2024-03-03
9580,4350,5131,0.670,uses,medium,2024-05-24
12598,6288,6527,0.720,owns,strong,2023-01-14
15555,6921,7492,0.560,co_owns,medium,2023-10-01
12802,6317,6731,0.840,controls,strong,2023-05-25
7031,3449,3529,0.420,recruited,medium,2023-05-15
10049,4946,4681,0.600,transfers_to,medium,2024-05-04
18573,9171,9078,0.590,transfers_to,medium,2024-03-15
10253,5089,4858,0.660,transfers_to,medium,2023-09-15
1464,470,476,0.890,transfers_to,strong,2024-01-07
18634,8971,9220,0.490,transfers_to,medium,2024-03-26
1872,867,949,0.630,recruited,medium,2024-04-26
7704,3740,4202,0.710,controls,strong,2023-04-28
4482,1920,2564,0.530,uses,medium,2023-04-14
1933,867,1010,0.550,recruited,medium,2024-02-06
7908,3891,4029,0.640,transfers_to,medium,2023-08-05
5624,2767,2981,0.710,owns,strong,2023-04-28
7500,3628,3998,0.900,owns,strong,2024-04-02
16085,7754,8199,0.760,owns,strong,2023-05-19
8377,4048,4018,0.330,transfers_to,weak,2023-01-06
19776,9747,10220,0.670,controls,medium,2023-06-10
4951,2077,2232,0.350,transfers_to,weak,2023-01-25
16554,8362,8241,0.400,transfers_to,medium,2023-06-06
11395,5560,5772,0.530,transfers_to,medium,2023-07-09
3075,1240,1265,0.700,transfers_to,strong,2024-04-07
19103,9439,9547,0.400,recruited,medium,2023-10-09
5420,2589,2777,0.520,recruited,medium,2023-09-13
5828,2685,3185,0.840,owns,strong,2023-09-14
526,104,527,0.870,owns,strong,2024-02-28
2402,1047,1479,0.700,owns,strong,2023-09-15
14005,6859,7042,0.620,recruited,medium,2023-03-31
6297,2954,3111,0.610,transfers_to,medium,2024-02-01
20245,10020,9943,0.360,transfers_to,weak,2024-04-14
17023,8351,8333,0.330,transfers_to,weak,2023-12-07
11456,5730,5725,0.700,transfers_to,strong,2023-02-27
730,315,731,0.620,controls,medium,2023-09-18
17696,8815,8942,0.810,owns,strong,2023-03-23
322,1,323,0.800,controls,strong,2024-04-09
791,332,792,0.840,controls,strong,2024-05-07
9315,4432,4923,0.730,owns,strong,2024-01-17
995,393,375,0.740,transfers_to,strong,2024-05-15
14474,6925,7511,0.910,owns,strong,2023-04-18
20510,10145,10208,0.680,transfers_to,medium,2023-05-22
1199,660,529,0.460,transfers_to,medium,2024-05-01
15147,7453,7397,0.440,transfers_to,medium,2023-09-19
11925,5884,5960,0.630,transfers_to,medium,2023-05-18
9376,4611,4984,0.610,controls,medium,2023-12-25
15351,6943,7618,0.680,launders_to,medium,2023-12-22
18165,8651,9394,0.620,uses,medium,2023-12-17
14943,7256,7443,0.820,transfers_to,strong,2023-06-21
6827,3389,3084,0.740,transfers_to,strong,2024-02-23
4217,1917,2363,0.730,owns,strong,2023-07-21
13067,6648,6479,0.550,transfers_to,medium,2024-04-22
12394,5993,6323,0.690,controls,medium,2023-02-02
15412,6904,7536,0.680,launders_to,medium,2023-07-14
15820,7711,7934,0.640,recruited,medium,2023-04-18
10518,5149,5287,0.640,recruited,medium,2024-03-26
9845,4872,4886,0.440,transfers_to,medium,2023-01-15
18899,8673,8794,0.410,introduced,medium,2023-05-04
13271,6642,6442,0.360,transfers_to,weak,2023-05-03
7969,3977,3954,0.810,transfers_to,strong,2023-09-19
12863,6324,6792,0.720,controls,strong,2023-12-01
13332,6412,6425,0.900,transfers_to,strong,2024-03-05
2137,1030,1214,0.760,owns,strong,2024-03-11
10987,5265,5756,0.830,owns,strong,2024-01-09
7296,3468,3794,0.950,owns,strong,2024-03-24
2198,961,1275,0.720,owns,strong,2023-05-03
19307,9417,9751,0.640,controls,medium,2024-03-04
8438,3629,4180,0.540,launders_to,medium,2024-02-06
7765,3662,4255,0.590,uses,medium,2023-06-11
16819,8067,8282,0.590,transfers_to,medium,2023-06-06
13740,6224,6276,0.490,introduced,medium,2023-05-03
5889,2892,3246,0.820,controls,strong,2023-03-05
5216,2569,2573,0.790,recruited,strong,2024-04-20
118,21,119,0.440,recruited,medium,2023-11-08
8173,3873,4029,0.480,transfers_to,medium,2024-01-27
8907,4295,4515,0.600,recruited,medium,2023-02-14
2667,981,1698,0.480,uses,medium,2024-03-10
14270,6963,7307,0.900,owns,strong,2024-02-05
8642,3537,3966,0.600,co_owns,medium,2023-07-27
3340,953,1565,0.560,launders_to,medium,2023-01-03
5685,2780,3042,0.780,owns,strong,2023-06-27
6154,2977,3056,0.320,transfers_to,weak,2023-08-30
6093,2720,3411,0.550,uses,medium,2023-08-08
3809,1735,1955,0.580,recruited,medium,2023-12-05
587,288,588,0.730,owns,strong,2023-04-19
12190,6007,6119,0.410,recruited,medium,2023-03-21
12129,6018,6058,0.480,recruited,medium,2023-06-13
1260,453,571,0.410,transfers_to,medium,2023-05-30
20306,9881,9964,0.750,transfers_to,strong,2023-10-14
20775,10413,69,0.350,victim_of,weak,2024-04-14
6562,2986,3132,0.760,transfers_to,strong,2023-09-27
18430,8923,9139,0.670,transfers_to,medium,2023-02-01
15208,7510,7441,0.430,transfers_to,medium,2023-07-16
9641,4777,4687,0.410,transfers_to,medium,2024-05-01
20714,10352,2867,0.380,victim_of,weak,2024-02-18
1729,280,176,0.510,introduced,medium,2024-01-21
18695,9040,9029,0.680,transfers_to,medium,2024-03-19
7092,3447,3590,0.670,recruited,medium,2024-05-07
15616,7710,7730,0.790,recruited,strong,2023-03-14
15881,7721,7995,0.660,recruited,medium,2023-11-21
13128,6478,6523,0.800,transfers_to,strong,2023-08-24
7561,3597,4059,0.790,owns,strong,2024-05-30
13536,6393,6498,0.840,transfers_to,strong,2023-06-24
16350,8018,8464,0.650,controls,medium,2023-12-17
19164,9428,9608,0.510,recruited,medium,2023-05-04
5012,1815,2412,0.460,launders_to,medium,2023-07-13
19572,9507,10016,0.720,owns,strong,2024-05-01
19368,9457,9812,0.710,owns,strong,2023-11-10
16615,8368,8118,0.480,transfers_to,medium,2024-04-21
13597,6071,6765,0.540,launders_to,medium,2024-04-01
2871,1370,1366,0.540,transfers_to,medium,2023-01-27
11252,5327,5979,0.470,uses,medium,2024-01-04
14066,6873,7103,0.610,recruited,medium,2023-05-17
2463,1179,1540,0.800,controls,strong,2023-11-16
20041,10071,9923,0.690,transfers_to,medium,2023-06-04
19837,9656,10256,0.550,uses,medium,2024-01-26
5950,2884,3307,0.770,controls,strong,2023-02-06
19633,9594,10077,0.920,owns,strong,2023-03-25
17492,8579,8738,0.520,recruited,medium,2023-04-16
8703,4303,4311,0.620,recruited,medium,2023-01-08
3401,1593,1653,0.640,transfers_to,medium,2023-04-06
17084,7969,8462,0.610,launders_to,medium,2023-08-26
6358,3021,3176,0.580,transfers_to,medium,2024-01-08
17288,7781,8287,0.540,co_owns,medium,2023-11-06
11986,5417,5156,0.500,introduced,medium,2023-04-19
11517,5690,5610,0.820,transfers_to,strong,2023-05-12
17961,8823,9207,0.850,owns,strong,2023-07-01
14739,7022,7704,0.520,uses,medium,2024-05-15
9437,4598,5045,0.790,controls,strong,2023-03-29
383,272,384,0.940,owns,strong,2023-10-26
20979,10586,7049,0.240,introduced,weak,2024-02-28
9172,4410,4780,0.920,owns,strong,2023-04-17
3870,1735,2016,0.430,recruited,medium,2023-08-15
14535,7181,7572,0.810,controls,strong,2023-01-03
4278,2025,2424,0.840,controls,strong,2024-04-14
4074,1792,2220,0.720,owns,strong,2023-10-10
6888,2776,3054,0.720,co_owns,strong,2024-03-21
6419,3184,2993,0.700,transfers_to,strong,2024-04-02
10314,4432,4421,0.490,introduced,medium,2024-05-19
12659,6274,6588,0.940,owns,strong,2023-05-02
7357,3507,3855,0.890,owns,strong,2024-01-22
15004,7486,7501,0.800,transfers_to,strong,2023-12-29
4747,2142,2296,0.550,transfers_to,medium,2023-08-17
10110,4562,4981,0.540,launders_to,medium,2023-04-22
4808,2139,2262,0.790,transfers_to,strong,2023-10-19
12455,6247,6384,0.860,owns,strong,2023-07-21
10783,5302,5552,0.710,owns,strong,2023-04-23
1994,878,1071,0.660,recruited,medium,2024-04-28
2259,908,1336,0.890,owns,strong,2024-03-23
9906,4796,4651,0.400,transfers_to,medium,2023-05-09
13801,6038,6387,0.770,co_owns,strong,2023-12-24
8030,4058,3860,0.630,transfers_to,medium,2023-04-07
19429,9740,9873,0.940,owns,strong,2023-05-24
4339,2026,2485,0.600,controls,medium,2024-01-18
8234,3832,4093,0.670,transfers_to,medium,2024-04-12
5481,2586,2838,0.490,recruited,medium,2023-12-26
16880,8186,8313,0.430,transfers_to,medium,2024-05-16
18491,8918,9079,0.400,transfers_to,medium,2023-03-23
3136,1280,1452,0.600,transfers_to,medium,2023-12-20
2932,1252,1265,0.640,transfers_to,medium,2023-05-21
179,20,180,0.540,recruited,medium,2023-08-22
18960,8722,9170,0.590,co_owns,medium,2023-03-12
11721,5636,5791,0.670,transfers_to,medium,2024-04-17
20102,9832,9860,0.540,transfers_to,medium,2023-06-22
14331,7141,7368,0.750,owns,strong,2023-03-15
7826,3587,4270,0.470,uses,medium,2024-05-04
3605,1738,1751,0.410,recruited,medium,2023-12-08
17553,8581,8799,0.570,recruited,medium,2024-03-04
17349,8579,8595,0.490,recruited,medium,2024-01-04
5277,2588,2634,0.670,recruited,medium,2024-02-02
17757,8614,9003,0.750,owns,strong,2024-01-13
852,206,835,0.400,uses,medium,2023-07-26
14800,7299,7214,0.610,transfers_to,medium,2024-01-22
13862,6864,6899,0.520,recruited,medium,2023-01-30
6623,3016,3141,0.710,transfers_to,strong,2023-02-24
20571,9435,9543,0.320,introduced,weak,2023-07-12
12251,6008,6180,0.680,recruited,medium,2023-08-26
3197,1380,1308,0.620,transfers_to,medium,2023-12-12
1056,553,544,0.580,transfers_to,medium,2023-02-11
15473,7627,7232,0.740,transfers_to,strong,2024-02-01
15269,7424,7488,0.800,transfers_to,strong,2023-04-08
11782,5684,5731,0.830,transfers_to,strong,2023-12-29
18226,8581,9414,0.410,uses,medium,2024-02-12
12924,6062,6828,0.610,uses,medium,2023-06-25
9702,4890,4829,0.430,transfers_to,medium,2023-03-20
648,290,649,0.770,owns,strong,2023-07-17
1525,60,692,0.450,launders_to,medium,2023-05-14
10375,5138,5144,0.670,recruited,medium,2023-10-11
10171,4585,5011,0.520,launders_to,medium,2023-11-12
17818,8862,9064,0.770,owns,strong,2023-04-12
15677,7723,7791,0.410,recruited,medium,2023-12-16
13393,6405,6428,0.340,transfers_to,weak,2023-03-25
7622,3744,4120,0.670,controls,medium,2023-10-11
4604,2159,2387,0.580,transfers_to,medium,2023-08-26
4543,2195,2319,0.750,transfers_to,strong,2024-01-24
10844,5359,5613,0.880,owns,strong,2023-08-01
5073,2486,2516,0.580,transfers_to,medium,2023-04-14
19225,9439,9669,0.610,recruited,medium,2024-05-17
16146,7901,8260,0.900,owns,strong,2023-01-09
8295,3942,3873,0.790,transfers_to,strong,2023-05-14
8091,4022,3960,0.300,transfers_to,weak,2023-10-07
2524,1167,1601,0.670,controls,medium,2023-03-27
10579,5155,5348,0.600,recruited,medium,2023-06-19
11313,5568,5514,0.340,transfers_to,weak,2023-02-09
19694,9726,10138,0.620,controls,medium,2023-08-08
16676,8069,8142,0.870,transfers_to,strong,2023-02-21
11048,5445,5817,0.830,controls,strong,2024-05-19
5746,2746,3103,0.780,owns,strong,2023-01-19
2993,1484,1289,0.540,transfers_to,medium,2023-05-06
14596,7165,7633,0.880,controls,strong,2023-09-17
8499,3500,4195,0.470,launders_to,medium,2023-12-24
6215,3150,3128,0.580,transfers_to,medium,2024-01-24
444,40,445,0.830,owns,strong,2023-07-13
12047,5370,5778,0.720,co_owns,strong,2024-03-12
8968,4294,4576,0.490,recruited,medium,2023-12-24
20367,9885,9801,0.870,transfers_to,strong,2024-02-29
17614,8571,8860,0.470,recruited,medium,2024-03-10
9498,4587,5106,0.650,controls,medium,2023-07-13
18022,8880,9268,0.660,controls,medium,2023-11-14
3666,1731,1812,0.470,recruited,medium,2024-02-08
913,210,853,0.660,uses,medium,2023-08-29
9967,4748,4951,0.890,transfers_to,strong,2023-07-01
1321,411,579,0.620,transfers_to,medium,2023-01-06
1117,520,593,0.830,transfers_to,strong,2023-05-19
15065,7473,7368,0.860,transfers_to,strong,2023-10-24
7418,3633,3916,0.870,owns,strong,2024-02-10
1790,858,867,0.840,recruited,strong,2024-03-10
20836,10474,2646,0.290,victim_of,weak,2024-03-09
15534,6876,6948,0.390,introduced,weak,2023-12-18
16003,8007,8117,0.820,owns,strong,2023-09-27
15942,7706,8056,0.580,employs,medium,2024-05-14
4135,1805,2281,0.710,owns,strong,2023-06-30
10436,5150,5205,0.520,recruited,medium,2023-10-28
4869,2179,2337,0.740,transfers_to,strong,2023-02-06
16411,8035,8525,0.780,controls,strong,2023-08-14
18287,9129,9049,0.570,transfers_to,medium,2023-01-13
7887,4075,3917,0.540,transfers_to,medium,2023-11-10
19490,9451,9934,0.790,owns,strong,2024-05-07
2728,1336,1524,0.800,transfers_to,strong,2023-10-13
15738,7727,7852,0.700,recruited,strong,2023-09-15
16472,7809,8548,0.670,uses,medium,2023-10-14
13923,6860,6960,0.470,recruited,medium,2024-05-22
19898,9967,9927,0.730,transfers_to,strong,2023-10-06
18756,8774,9301,0.650,launders_to,medium,2023-05-21
8356,4091,4049,0.330,transfers_to,weak,2024-05-17
2789,1290,1239,0.300,transfers_to,weak,2023-07-01
8764,4291,4372,0.680,recruited,medium,2023-02-28
13658,6677,6791,0.600,transfers_to,medium,2024-05-14
5807,2890,3164,0.870,owns,strong,2024-02-25
16941,8226,8200,0.440,transfers_to,medium,2023-02-28
9233,4389,4841,0.910,owns,strong,2024-01-05
11109,5466,5878,0.620,controls,medium,2023-05-16
3258,1292,1505,0.870,transfers_to,strong,2023-11-30
240,12,241,0.650,recruited,medium,2024-04-20
6684,2686,3266,0.430,launders_to,medium,2023-04-29
8560,4244,4039,0.610,transfers_to,medium,2023-11-08
11843,5269,5852,0.510,launders_to,medium,2023-04-26
8825,4292,4433,0.620,recruited,medium,2023-06-12
12720,6242,6649,0.800,owns,strong,2023-05-15
17145,7737,8422,0.550,launders_to,medium,2023-01-09
6276,3109,3211,0.560,transfers_to,medium,2023-08-02
17410,8584,8656,0.670,recruited,medium,2024-05-20
7153,3445,3651,0.450,recruited,medium,2024-03-27
11578,5589,5799,0.360,transfers_to,weak,2024-04-16
709,315,710,0.730,controls,strong,2023-03-12
14861,7419,7207,0.710,transfers_to,strong,2023-07-09
1586,204,766,0.690,launders_to,medium,2023-11-01
6480,3239,3067,0.310,transfers_to,weak,2023-06-06
9294,4376,4902,0.730,owns,strong,2024-02-02
12312,6003,6241,0.520,recruited,medium,2023-05-17
13189,6350,6613,0.880,transfers_to,strong,2024-01-31
3931,1784,2077,0.890,owns,strong,2023-01-22
1178,640,633,0.640,transfers_to,medium,2024-05-02
6745,2701,3329,0.640,launders_to,medium,2023-04-23
2055,871,1132,0.600,recruited,medium,2023-02-03
12516,6210,6445,0.710,owns,strong,2023-11-19
4665,2223,2352,0.460,transfers_to,medium,2023-06-09
10232,4966,5100,0.790,transfers_to,strong,2023-12-20
16207,7990,8321,0.930,owns,strong,2023-06-07
1382,368,371,0.830,transfers_to,strong,2023-09-22
19286,9417,9730,0.750,controls,strong,2023-08-21
7683,3741,4181,0.630,controls,medium,2024-05-04
10640,5145,5409,0.460,recruited,medium,2023-08-27
4400,1966,2541,0.460,uses,medium,2023-05-03
13719,6023,6110,0.500,introduced,medium,2023-01-07
16268,8021,8382,0.630,controls,medium,2023-03-20
5542,2569,2899,0.780,controls,strong,2023-10-21
1851,864,928,0.560,recruited,medium,2023-10-01
16737,8322,8291,0.300,transfers_to,weak,2023-09-18
5603,2852,2960,0.750,owns,strong,2023-05-31
14127,6849,7164,0.650,controls,medium,2023-12-10
19021,9435,9465,0.540,recruited,medium,2024-05-06
19755,9739,10199,0.720,controls,strong,2023-01-04
14188,6978,7225,0.890,owns,strong,2023-07-15
6011,2886,3368,0.890,controls,strong,2023-07-09
2320,1057,1397,0.780,owns,strong,2024-03-26
17206,8514,8343,0.780,transfers_to,strong,2023-02-01
3054,1385,1427,0.350,transfers_to,weak,2023-09-19
20163,9836,9983,0.640,transfers_to,medium,2023-08-15
5338,2592,2695,0.540,recruited,medium,2023-05-06
14657,7001,7681,0.480,uses,medium,2023-12-02
505,276,506,0.760,owns,strong,2023-06-29
9029,4597,4637,0.780,owns,strong,2023-06-15
19959,9994,9942,0.810,transfers_to,strong,2023-02-28
17675,8834,8921,0.710,owns,strong,2024-04-07
974,468,671,0.690,transfers_to,medium,2024-03-28
3462,1660,1244,0.660,transfers_to,medium,2024-02-09
17879,8661,9125,0.800,owns,strong,2023-03-23
12108,6018,6037,0.530,recruited,medium,2023-08-25
7010,3431,3508,0.460,recruited,medium,2024-04-10
20632,9662,9870,0.650,co_owns,medium,2023-08-22
15330,7261,7277,0.370,transfers_to,weak,2023-12-10
6541,3221,2926,0.490,transfers_to,medium,2023-03-19
13046,6504,6576,0.300,transfers_to,weak,2023-11-14
18083,8895,9329,0.840,controls,strong,2023-03-12
9763,4841,4948,0.850,transfers_to,strong,2024-03-29
12577,6226,6506,0.930,owns,strong,2023-05-26
4930,2313,2193,0.550,transfers_to,medium,2023-04-27
6949,3430,3447,0.820,recruited,strong,2024-03-05
12781,6324,6710,0.610,controls,medium,2023-12-24
10028,4730,4761,0.780,transfers_to,strong,2023-09-12
19082,9437,9526,0.430,recruited,medium,2024-05-09
18552,9226,9093,0.500,transfers_to,medium,2023-12-31
15799,7715,7913,0.560,recruited,medium,2024-04-09
7479,3653,3977,0.840,owns,strong,2023-11-23
8417,3610,4190,0.570,launders_to,medium,2023-01-24
12985,6117,6846,0.410,uses,medium,2024-05-12
13250,6656,6652,0.330,transfers_to,weak,2023-09-24
10497,5160,5266,0.510,recruited,medium,2023-05-14
17002,8292,8281,0.480,transfers_to,medium,2023-11-01
13454,6535,6444,0.430,transfers_to,medium,2023-05-13
10701,5137,5470,0.780,controls,strong,2023-06-12
5399,2584,2756,0.660,recruited,medium,2023-12-21
5868,2631,3225,0.920,owns,strong,2023-11-26
10905,5434,5674,0.840,owns,strong,2024-01-23
8152,3948,3922,0.520,transfers_to,medium,2023-01-21
19551,9740,9995,0.790,owns,strong,2023-03-21
14453,7010,7490,0.920,owns,strong,2023-02-07
11374,5615,5719,0.860,transfers_to,strong,2023-09-01
2585,1164,1662,0.690,controls,medium,2024-04-12
2850,1303,1411,0.780,transfers_to,strong,2023-09-14
11904,5880,5941,0.780,transfers_to,strong,2023-03-16
14392,7020,7429,0.760,owns,strong,2024-01-03
8621,3532,3525,0.500,introduced,medium,2023-10-18
301,14,302,0.420,recruited,medium,2024-02-28
12373,5993,6302,0.640,controls,medium,2023-01-28
20428,9630,10177,0.450,launders_to,medium,2023-03-13
6072,2699,3406,0.540,uses,medium,2023-08-07
20020,9953,9903,0.770,transfers_to,strong,2023-08-14
1239,598,568,0.860,transfers_to,strong,2023-12-07
3727,1721,1873,0.470,recruited,medium,2024-01-30
20224,9953,9943,0.710,transfers_to,strong,2023-11-15
3319,891,1632,0.430,launders_to,medium,2024-04-09
9824,4807,4762,0.430,transfers_to,medium,2024-02-01
20897,10527,4602,0.770,launders_via,strong,2023-03-01
3523,916,1126,0.480,introduced,medium,2023-08-11
17471,8571,8717,0.440,recruited,medium,2023-10-06
